	GCF_000014405.1	GCF_000751275.1	GCF_000409675.1	GCF_000191165.1	GCF_000284715.1	GCF_000192165.1	GCF_000056065.1	GCF_000179375.1	GCF_000387565.1	GCF_000182835.1	GCF_000751235.1	GCF_000284695.1	GCF_000751635.1	GCF_000751655.1	GCF_000751695.1	GCF_000751895.1	GCF_001189855.1	GCF_001190005.1	GCF_001263315.1	GCF_001433875.1	GCF_001434635.1	GCF_001435795.1	GCF_001437195.1	GCF_001437485.1	GCF_001469775.1	GCF_001510975.1	GCF_001624905.1	GCF_001624925.1	GCF_001647065.1	GCF_001888905.1	GCF_001888925.1	GCF_001888945.1	GCF_001888965.1	GCF_001888985.1	GCF_001908415.1	GCF_001908495.1	GCF_001953135.1	GCF_002000885.1	GCF_002016675.1	GCF_002142575.1	GCF_002278095.1	GCF_002285775.1	GCF_002847905.1	GCF_003034905.1	GCF_003326615.1	GCF_003351805.1	GCF_003545935.1	GCF_003597655.1	GCF_004122955.1	GCF_004123065.1	GCF_004211505.1	GCF_004211735.1	GCF_004354615.1	GCF_005864055.1	GCF_005864125.1	GCF_006538625.1	GCF_006538645.1	GCF_006538685.1	GCF_006539405.1	GCF_006704185.1	GCF_006740305.1	GCF_008014735.1	GCF_008016355.1	GCF_009362855.1	GCF_009734125.1	GCF_011044195.1	GCF_900196735.1	GCF_900322585.1	GCF_902374335.1	KG8_M4meta	KG8_M4_S10	KG8_M4_S12	KG8_M4_S14	KG8_M4_S17	KG8_M4_S26	KG8_M4_S2	KG8_M4_S3	KG8_M4_S41	KG8_M4_S42	KG8_M4_S43	KG8_M4_S46	KG8_M4_S48	KG8_M4_S4	KG8_M4_S50	KG8_M4_S53	KG8_M4_S55	KG8_M4_S57	KG8_M4_S58	KG8_M4_S59	KG8_M4_S61	KG8_M4_S6	KG8_M4_S8	L3_M4meta	L3_M4_S100	L3_M4_S101	L3_M4_S102	L3_M4_S105	L3_M4_S106	L3_M4_S107	L3_M4_S108	L3_M4_S110	L3_M4_S111	L3_M4_S112	L3_M4_S113	L3_M4_S114	L3_M4_S115	L3_M4_S116	L3_M4_S117	L3_M4_S118	L3_M4_S119	L3_M4_S120	L3_M4_S121	L3_M4_S122	L3_M4_S123	L3_M4_S124	L3_M4_S125	L3_M4_S126	L3_M4_S127	L3_M4_S128	L3_M4_S129	L3_M4_S130	L3_M4_S131	L3_M4_S132	L3_M4_S133	L3_M4_S134	L3_M4_S135	L3_M4_S136	L3_M4_S137	L3_M4_S165	L3_M4_S178	L3_M4_S179	L3_M4_S195	L3_M4_S196	L3_M4_S197	L3_M4_S48	L3_M4_S49	L3_M4_S50	L3_M4_S51	L3_M4_S52	L3_M4_S53	L3_M4_S54	L3_M4_S55	L3_M4_S56	L3_M4_S57	L3_M4_S58	L3_M4_S59	L3_M4_S60	L3_M4_S61	L3_M4_S62	L3_M4_S63	L3_M4_S64	L3_M4_S65	L3_M4_S66	L3_M4_S67	L3_M4_S69	L3_M4_S70	L3_M4_S71	L3_M4_S72	L3_M4_S74	L3_M4_S75	L3_M4_S76	L3_M4_S77	L3_M4_S78	L3_M4_S79	L3_M4_S80	L3_M4_S81	L3_M4_S82	L3_M4_S83	L3_M4_S84	L3_M4_S85	L3_M4_S86	L3_M4_S87	L3_M4_S88	L3_M4_S89	L3_M4_S90	L3_M4_S91	L3_M4_S92	L3_M4_S93	L3_M4_S94	L3_M4_S95	L3_M4_S96	L3_M4_S97	L3_M4_S98	L3_M4_S99	L46_M4meta	L46_M4_S139	L46_M4_S140	L46_M4_S141	L46_M4_S142	L46_M4_S143	L46_M4_S144	L46_M4_S145	L46_M4_S146	L46_M4_S147	L46_M4_S148	L46_M4_S149	L46_M4_S150	L46_M4_S151	L46_M4_S152	L46_M4_S153	L46_M4_S154	L46_M4_S155	L46_M4_S156	L46_M4_S157	L46_M4_S158	L46_M4_S159	L46_M4_S160	L46_M4_S161	L46_M4_S162	L46_M4_S163	L46_M4_S164	L46_M4_S166	L46_M4_S168	L46_M4_S169	L46_M4_S170	L46_M4_S171	L46_M4_S173	L46_M4_S174	L46_M4_S175	L46_M4_S176	L46_M4_S177	L46_M4_S187	L46_M4_S188	L46_M4_S191	TK7_M4meta	TK7_M4_S25	TK7_M4_S26	TK7_M4_S27	TK7_M4_S28	TK7_M4_S29	TK7_M4_S30	TK7_M4_S33	TK7_M4_S34	TK7_M4_S35	TK7_M4_S36	TK7_M4_S37	TK7_M4_S38	TK7_M4_S39	TK7_M4_S40	TK7_M4_S41	TK7_M4_S42	TK7_M4_S43	TK7_M4_S44	TK7_M4_S45	TK7_M4_S46	TK7_M4_S47	TK7_M4_S48	TK7_M4_S49	TK7_M4_S50	TK7_M4_S51	TK7_M4_S52	TK7_M4_S53	TK7_M4_S54	TK7_M4_S55	TK7_M4_S56	TK7_M4_S57	TK7_M4_S58	TK7_M4_S59	TK7_M4_S60	TK7_M4_S61	TK7_M4_S62	TK7_M4_S63	TK7_M4_S64	TK7_M4_S65	TK7_M4_S66	TK7_M4_S67	TK7_M4_S68	TK7_M4_S69	TK7_M4_S70	TK7_M4_S71	TK7_M4_S72	TK7_M4_S73	TK7_M4_S74	WQ8_M4meta	WQ8_M4_S106	WQ8_M4_S111	WQ8_M4_S117	WQ8_M4_S119	WQ8_M4_S124	WQ8_M4_S126	WQ8_M4_S128	WQ8_M4_S129	WQ8_M4_S135	WQ8_M4_S136	WQ8_M4_S138	WQ8_M4_S139	WQ8_M4_S144	WQ8_M4_S145	WQ8_M4_S146	WQ8_M4_S147	WQ8_M4_S149	WQ8_M4_S153	WQ8_M4_S159	WQ8_M4_S160	WQ8_M4_S162	WQ8_M4_S164	WQ8_M4_S165	WQ8_M4_S167	WQ8_M4_S168	WQ8_M4_S169	WQ8_M4_S170	WQ8_M4_S171	WQ8_M4_S173	WQ8_M4_S174	WQ8_M4_S175	WQ8_M4_S176	WQ8_M4_S177	WQ8_M4_S179	WQ8_M4_S181	WQ8_M4_S182	WQ8_M4_S183	WQ8_M4_S185	WQ8_M4_S186	WQ8_M4_S187	WQ8_M4_S188	WQ8_M4_S189	WQ8_M4_S82	WQ8_M4_S83	WQ8_M4_S84	WQ8_M4_S85	WQ8_M4_S90	WQ8_M4_S92	WQ8_M4_S93	WQ8_M4_S97	WQ8_M4_S99	YC8_M4meta	YC8_M4_S100	YC8_M4_S102	YC8_M4_S103	YC8_M4_S104	YC8_M4_S105	YC8_M4_S106	YC8_M4_S107	YC8_M4_S108	YC8_M4_S109	YC8_M4_S110	YC8_M4_S111	YC8_M4_S112	YC8_M4_S114	YC8_M4_S115	YC8_M4_S116	YC8_M4_S117	YC8_M4_S120	YC8_M4_S121	YC8_M4_S122	YC8_M4_S123	YC8_M4_S126	YC8_M4_S129	YC8_M4_S130	YC8_M4_S131	YC8_M4_S132	YC8_M4_S133	YC8_M4_S134	YC8_M4_S135	YC8_M4_S136	YC8_M4_S137	YC8_M4_S138	YC8_M4_S139	YC8_M4_S140	YC8_M4_S142	YC8_M4_S144	YC8_M4_S145	YC8_M4_S146	YC8_M4_S147	YC8_M4_S148	YC8_M4_S149	YC8_M4_S151	YC8_M4_S152	YC8_M4_S153	YC8_M4_S154	YC8_M4_S75	YC8_M4_S76	YC8_M4_S77	YC8_M4_S78	YC8_M4_S79	YC8_M4_S80	YC8_M4_S82	YC8_M4_S83	YC8_M4_S84	YC8_M4_S85	YC8_M4_S87	YC8_M4_S88	YC8_M4_S89	YC8_M4_S90	YC8_M4_S91	YC8_M4_S93	YC8_M4_S97	YC8_M4_S98	YC8_M4_S99
L3_M4_S64	98.690895	97.207855	96.995003	98.64119	98.796738	97.243599	98.623062	97.355469	97.126556	97.122688	97.270149	98.739197	98.744095	97.162987	97.035728	98.687042	96.997772	97.427704	96.935928	97.037247	97.43911	97.032692	98.685745	97.145241	98.647423	98.776527	98.714722	98.688484	98.817299	96.997345	96.977676	97.001617	97.367638	97.201935	96.855881	96.822006	98.667374	98.72493	96.984802	97.063309	97.11161	96.886642	97.192665	98.782417	98.770508	98.675964	98.780762	98.743721	97.240219	97.250023	97.184631	97.300781	96.989212	97.125946	97.273956	97.391647	97.205841	97.373077	98.750481	98.67218	97.011833	97.007874	98.776184	98.833405	98.74794	98.599014	98.64711	97.13578	97.243599	98.74588	98.838341	98.804245	98.790344	98.855988	98.821411	98.846848	98.772873	98.822647	98.806023	98.823586	98.888847	98.765213	98.791298	98.801239	98.867012	98.831215	98.827347	98.824234	98.771385	98.76413	98.744774	98.770645	99.764771	99.963699	99.987091	99.902481	99.991943	99.98822	99.990639	99.990868	99.990517	99.990921	99.994034	99.988876	99.975334	99.974014	99.987915	99.983574	99.981628	99.98822	99.963104	99.987076	99.986877	99.987114	99.993576	99.895569	99.981003	99.987183	99.982224	99.922386	99.970993	99.983368	99.995422	99.988594	99.891769	99.988419	99.863152	99.987419	99.363968	99.991547	99.993896	99.986969	99.33596	99.347298	99.901108	99.978767	99.994431	99.98793	99.990166	99.989624	99.99205	99.986496	99.898743	99.890648	99.988953	99.99305	99.981133	99.905861	99.886108	99.991608																																																																																																																																																																																																																																															
L3_M4_S65	98.648514	97.116608	97.053947	98.675888	98.745392	97.198318	98.656487	97.282974	97.164368	97.122986	97.225616	98.721268	98.705261	97.159836	97.040276	98.641235	96.990593	97.435867	96.959976	96.983994	97.445862	97.029518	98.669281	97.202034	98.640854	98.72625	98.72628	98.728348	98.826324	96.963806	97.02755	97.015442	97.381126	97.195122	96.834381	96.819733	98.678574	98.723351	96.967201	97.095459	97.038292	96.954674	97.22821	98.785507	98.734421	98.629944	98.740677	98.724152	97.228622	97.282204	97.107925	97.210999	97.106247	97.116653	97.267746	97.329727	97.224106	97.375305	98.745682	98.658447	96.989952	96.99118	98.781326	98.823059	98.761307	98.626938	98.629654	97.119308	97.198318	98.746544	98.802826	98.733444	98.767624	98.755791	98.797562	98.787254	98.70108	98.768257	98.736725	98.757385	98.805679	98.720901	98.81118	98.782593	98.782745	98.775627	98.803757	98.765762	98.699142	98.719849	98.735825	98.728302	99.776413	99.985184	99.991119	99.88784	99.992416	99.991516	99.985077	99.997231	99.992661	99.992294	99.990753	99.989952	99.991928	99.972855	99.992218	99.986626	99.985069	99.990135	99.994217	99.992912	99.98941	99.993721	99.985794	99.900131	99.979958	99.965958	99.98645	99.922211	99.992065	99.962143	99.992386	99.993347	99.892929	99.985214	99.878426	99.988121	99.30809	99.987053	99.994522	99.965683	99.273346	99.29216	99.904213	99.97261	99.994965	99.991943	99.968155	99.993134	99.990692	99.992706	99.897552	99.890404	99.991196	99.9888	99.982376	99.897446	99.901932	99.987671	99.972145																																																																																																																																																																																																																																														
L3_M4_S66	98.68084	97.215302	97.031448	98.62542	98.7547	97.231766	98.628922	97.306351	97.187958	97.112099	97.203186	98.747482	98.729507	97.158165	97.033508	98.654129	96.974869	97.410233	96.979233	96.968506	97.442566	97.026688	98.681122	97.129044	98.683556	98.720169	98.703293	98.72319	98.842049	96.954819	97.012878	96.994446	97.37413	97.191437	96.77536	96.767349	98.689362	98.740952	96.967682	97.14151	97.054382	96.921982	97.222214	98.78833	98.769684	98.673767	98.767639	98.688965	97.170395	97.30468	97.153908	97.27021	97.07135	97.118195	97.306038	97.397018	97.204391	97.325768	98.777061	98.683815	97.016777	97.008629	98.785431	98.782547	98.753166	98.594208	98.622307	97.125275	97.231766	98.786499	98.842545	98.800888	98.768517	98.860641	98.809013	98.858414	98.756454	98.811218	98.764297	98.821709	98.87841	98.741653	98.802925	98.788322	98.871895	98.860733	98.844742	98.77951	98.733154	98.743439	98.731339	98.756332	99.769928	99.990829	99.990181	99.866196	99.995789	99.993423	99.990952	99.995483	99.996773	99.988335	99.995499	99.994995	99.994484	99.983414	99.994156	99.982964	99.993767	99.995163	99.990204	99.995056	99.996124	99.993378	99.982399	99.900528	99.989639	99.992577	99.990295	99.929237	99.994865	99.965393	99.979836	99.983429	99.897148	99.990265	99.885498	99.992096	99.35788	99.994522	99.993347	99.995728	99.318405	99.331573	99.908096	99.974182	99.995667	99.994797	99.996597	99.99604	99.994858	99.9953	99.900528	99.894325	99.996376	99.995422	99.990631	99.90152	99.902466	99.973312	99.994217	99.993423																																																																																																																																																																																																																																													
L3_M4_S67	98.671021	97.195992	97.005615	98.632957	98.802475	97.211731	98.642311	97.350616	97.122803	97.148972	97.154099	98.718216	98.752945	97.186066	97.040703	98.711975	96.960724	97.433029	96.963005	96.944138	97.413948	96.976097	98.669762	97.181488	98.671295	98.705376	98.724876	98.747086	98.834671	96.993279	97.030663	97.024864	97.336868	97.226395	96.759361	96.833046	98.685883	98.742615	96.928207	97.133804	97.027283	96.9422	97.239586	98.809967	98.77066	98.631554	98.784691	98.700882	97.269524	97.309448	97.143967	97.245987	97.031509	97.061111	97.289864	97.394226	97.207825	97.392334	98.74424	98.673111	97.000504	97.041916	98.761658	98.823227	98.739716	98.647705	98.693947	97.140282	97.211731	98.694778	98.819977	98.754845	98.75473	98.795044	98.797394	98.80899	98.717712	98.764458	98.74604	98.760818	98.817703	98.724724	98.798035	98.78714	98.822769	98.818985	98.810478	98.769341	98.685158	98.710907	98.702042	98.745041	99.765518	99.986359	99.987091	99.892426	99.986908	99.992615	99.989311	99.994247	99.99762	99.990204	99.991028	99.991547	99.993454	99.982285	99.988319	99.992485	99.98793	99.981537	99.993057	99.988602	99.990143	99.988007	99.99321	99.898087	99.98381	99.977097	99.987534	99.922447	99.99231	99.964287	99.996033	99.9888	99.887085	99.987587	99.886215	99.991074	99.332695	99.995132	99.979752	99.97583	99.319351	99.317932	99.909348	99.984406	99.985321	99.986557	99.985214	99.986664	99.993591	99.993652	99.89917	99.893341	99.992928	99.990433	99.981331	99.897789	99.899155	99.993103	99.99543	99.996231	99.985382																																																																																																																																																																																																																																												
L3_M4_S69	98.678894	97.215714	97.040466	98.667229	98.756035	97.221832	98.688522	97.376251	97.193192	97.151993	97.145294	98.723831	98.684013	97.170273	97.066658	98.727509	96.969269	97.440994	97.045303	97.052536	97.368629	97.032135	98.71405	97.185677	98.690422	98.743637	98.69339	98.688332	98.835678	96.992325	97.051941	97.019615	97.275726	97.206802	96.858543	96.874008	98.679825	98.740768	97.005707	97.093231	97.044159	96.916321	97.253334	98.798866	98.752319	98.65155	98.768295	98.694504	97.315948	97.254623	97.107315	97.301033	97.108292	97.174812	97.313522	97.35939	97.158012	97.285202	98.73349	98.682922	97.040237	96.99369	98.75914	98.831299	98.748627	98.661377	98.705078	97.147614	97.221832	98.723183	98.846527	98.783394	98.765823	98.833267	98.812309	98.842407	98.735695	98.780785	98.77536	98.770859	98.867126	98.735519	98.814941	98.791916	98.849823	98.802368	98.82093	98.793564	98.737762	98.738602	98.791046	98.823471	99.783447	99.988754	99.987801	99.909225	99.983475	99.988876	99.98938	99.992287	99.994156	99.993889	99.99231	99.99025	99.986618	99.979858	99.987068	99.991104	99.99099	99.991005	99.984398	99.991913	99.987991	99.98584	99.991295	99.902802	99.989388	99.982796	99.995117	99.917328	99.993805	99.991013	99.989258	99.99054	99.88681	99.993546	99.891487	99.991806	99.300232	99.99472	99.986969	99.988564	99.30603	99.292557	99.910103	99.980255	99.994644	99.985519	99.997627	99.98114	99.993004	99.988754	99.906136	99.888496	99.993782	99.993973	99.976456	99.906052	99.898773	99.992897	99.978271	99.988777	99.995621	99.993835																																																																																																																																																																																																																																											
L3_M4_S70	98.661865	97.195625	97.053329	98.648521	98.782936	97.239334	98.656296	97.30127	97.150383	97.139847	97.263763	98.773834	98.732254	97.126175	97.12738	98.671661	96.960358	97.473724	96.967384	96.985199	97.440781	97.023407	98.694931	97.219917	98.66114	98.747833	98.71904	98.75325	98.771194	97.038254	97.031082	97.050476	97.410027	97.210381	96.81427	96.825867	98.701744	98.742455	96.984573	97.111206	97.047852	96.928665	97.208054	98.773216	98.793701	98.648918	98.791306	98.705078	97.278336	97.254074	97.123718	97.250755	97.049706	97.076302	97.305222	97.368248	97.213791	97.356674	98.78923	98.657852	97.00322	97.026535	98.758148	98.805893	98.723061	98.630341	98.699005	97.13591	97.239334	98.768898	98.871582	98.757629	98.750977	98.82357	98.809883	98.839294	98.732048	98.762772	98.754662	98.806305	98.887146	98.77256	98.827538	98.790009	98.857582	98.799423	98.84906	98.770523	98.730217	98.769127	98.762573	98.794281	99.780296	99.990555	99.987572	99.889008	99.988899	99.995621	99.990311	99.996078	99.995926	99.992805	99.989311	99.989258	99.989861	99.980476	99.988487	99.992233	99.98848	99.990555	99.992737	99.99514	99.991318	99.992111	99.989502	99.903259	99.984749	99.967422	99.985649	99.921722	99.99456	99.959366	99.992371	99.983337	99.88636	99.993805	99.880524	99.986603	99.307587	99.993591	99.99334	99.966446	99.277481	99.312775	99.905029	99.977234	99.994354	99.988586	99.97403	99.991241	99.991592	99.992035	99.892166	99.889511	99.993523	99.992828	99.98407	99.891426	99.896027	99.994736	99.991302	99.996017	99.996925	99.996025	99.989594																																																																																																																																																																																																																																										
L3_M4_S71	98.688171	97.111214	97.059891	98.664246	98.703316	97.170685	98.648933	97.253769	97.217041	97.131424	97.135162	98.730438	98.705513	97.105515	97.114807	98.636414	96.968506	97.466003	97.067207	96.981857	97.373428	97.029053	98.720139	97.175011	98.685822	98.739601	98.702667	98.770279	98.786804	96.975891	97.0326	96.945236	97.362747	97.154839	96.820534	96.843002	98.703949	98.738327	96.9645	97.028412	97.071533	96.922768	97.163139	98.764816	98.776787	98.607391	98.770279	98.71785	97.194061	97.318329	97.135048	97.266541	97.09256	97.11673	97.235809	97.324265	97.15152	97.338181	98.808037	98.678162	97.016945	97.073433	98.709213	98.80574	98.754478	98.611443	98.686882	97.097443	97.170685	98.745712	98.823952	98.752823	98.770203	98.799179	98.76355	98.830193	98.75383	98.789963	98.781235	98.793205	98.81488	98.761169	98.769089	98.77356	98.804497	98.80571	98.826469	98.771774	98.739136	98.74015	98.780991	98.767334	99.753113	99.902863	99.888962	99.905396	99.896523	99.897423	99.907669	99.902344	99.904419	99.890778	99.899353	99.890724	99.909943	99.910782	99.892975	99.909073	99.899277	99.885605	99.892479	99.888222	99.908081	99.899551	99.912201	99.996765	99.897011	99.8937	99.89949	99.901245	99.904373	99.916161	99.901749	99.901978	99.995079	99.886902	99.961685	99.889572	99.325531	99.907516	99.890427	99.897552	99.287079	99.260452	99.989502	99.906387	99.894531	99.89183	99.896133	99.89241	99.912186	99.898544	99.997864	99.993378	99.889435	99.906754	99.889023	99.995453	99.996674	99.903412	99.898605	99.899467	99.897446	99.899582	99.907501	99.902924																																																																																																																																																																																																																																									
L3_M4_S72	98.665955	97.168274	97.0448	98.682541	98.778824	97.227936	98.665291	97.353241	97.205841	97.13121	97.16983	98.720345	98.704239	97.177444	97.078232	98.657135	96.996201	97.408646	96.945969	97.025848	97.386612	97.022858	98.750626	97.174271	98.668396	98.741684	98.687668	98.705032	98.777794	97.011337	97.010162	97.022285	97.314499	97.127579	96.831207	96.79483	98.669479	98.725197	96.983231	97.065018	97.077438	96.937523	97.212021	98.811295	98.775322	98.644638	98.740242	98.69133	97.256516	97.237556	97.08342	97.248413	97.092133	97.117783	97.288223	97.355217	97.182678	97.338654	98.75666	98.661224	97.053223	96.961197	98.727348	98.830696	98.700653	98.585358	98.659775	97.120255	97.227936	98.743011	98.846054	98.766342	98.731491	98.828613	98.776863	98.84819	98.705078	98.810081	98.77018	98.821899	98.866463	98.730904	98.834335	98.803848	98.829651	98.816788	98.823807	98.77285	98.743515	98.762589	98.722115	98.780334	99.776001	99.996445	99.987022	99.884232	99.99604	99.997147	99.990707	99.994621	99.992783	99.989548	99.996445	99.996338	99.995766	99.978607	99.996552	99.984818	99.986237	99.997231	99.993576	99.994255	99.995338	99.996185	99.988953	99.893356	99.988998	99.996094	99.988914	99.923691	99.993576	99.966415	99.974518	99.995041	99.893402	99.996658	99.874512	99.988419	99.355713	99.993042	99.99678	99.992096	99.286957	99.330925	99.900726	99.965179	99.996277	99.996529	99.995995	99.991661	99.991173	99.994217	99.890411	99.887779	99.996414	99.992447	99.986435	99.888252	99.89772	99.988312	99.991135	99.992722	99.995468	99.992378	99.991913	99.99379	99.888626																																																																																																																																																																																																																																								
L3_M4_S74	98.711349	97.196548	97.028969	98.679893	98.805954	97.264709	98.670624	97.26181	97.152618	97.203186	97.171249	98.752182	98.714859	97.173874	97.071693	98.705383	97.030281	97.38942	97.039932	97.025101	97.399094	97.048798	98.757217	97.139618	98.684723	98.718918	98.718414	98.733856	98.827377	96.959709	97.048233	97.034698	97.394669	97.227386	96.877182	96.88736	98.713196	98.711868	97.006897	97.128799	97.093704	96.986694	97.23732	98.792778	98.792313	98.677475	98.800537	98.728203	97.182968	97.329895	97.170593	97.272896	97.107025	97.154724	97.225006	97.39003	97.196777	97.353691	98.791611	98.692993	97.037567	97.051544	98.75296	98.840172	98.765533	98.616348	98.685013	97.044754	97.264709	98.73896	98.873344	98.776718	98.828995	98.833862	98.809334	98.847832	98.817169	98.777901	98.786369	98.82489	98.852173	98.799713	98.805405	98.767807	98.837997	98.818756	98.846466	98.791344	98.778625	98.789139	98.812157	98.796631	99.769485	99.899048	99.886948	99.897758	99.904083	99.893639	99.904526	99.899963	99.900024	99.894928	99.905167	99.883621	99.903915	99.907135	99.892174	99.902962	99.905212	99.884964	99.893097	99.893517	99.901863	99.89579	99.90593	99.981453	99.897202	99.886055	99.899582	99.903549	99.892311	99.883728	99.895256	99.893585	99.980743	99.893356	99.965446	99.896439	99.32962	99.899857	99.891907	99.887398	99.309708	99.293259	99.982094	99.905716	99.89212	99.890381	99.889488	99.886909	99.901917	99.895271	99.988647	99.986847	99.888458	99.906494	99.875443	99.987045	99.985588	99.897278	99.898438	99.887848	99.896286	99.895065	99.903076	99.890755	99.988365	99.891373																																																																																																																																																																																																																																							
L3_M4_S75	98.698196	97.192047	97.030487	98.689217	98.81102	97.227478	98.699829	97.276367	97.159164	97.105652	97.196861	98.757812	98.698524	97.183632	97.028305	98.744812	97.018959	97.387695	97.006989	97.015869	97.368851	97.040939	98.739044	97.136185	98.700356	98.723358	98.709084	98.724701	98.839684	96.938194	97.061737	96.978958	97.337509	97.20874	96.85643	96.861954	98.736015	98.735031	96.988731	97.075745	97.094193	96.942459	97.201614	98.78965	98.790588	98.67453	98.748413	98.756584	97.222183	97.272713	97.174622	97.269897	97.062347	97.175362	97.287529	97.307098	97.159592	97.336823	98.810158	98.677872	97.021568	97.005981	98.757881	98.830322	98.768166	98.60463	98.66745	97.030098	97.227478	98.714584	98.884216	98.780045	98.801025	98.857742	98.784882	98.877831	98.770615	98.792938	98.773018	98.817909	98.866165	98.771477	98.802521	98.782532	98.866592	98.83213	98.863289	98.798668	98.754181	98.776428	98.74202	98.797699	99.781906	99.898926	99.89151	99.904739	99.908875	99.898178	99.907448	99.903992	99.909073	99.904068	99.908409	99.894379	99.902527	99.917984	99.902481	99.904984	99.908218	99.887207	99.89959	99.898636	99.906189	99.899048	99.908936	99.995064	99.899002	99.888199	99.900551	99.907448	99.897003	99.912209	99.895943	99.898178	99.991089	99.904816	99.96019	99.906792	99.350288	99.907234	99.90081	99.889343	99.308167	99.322296	99.99559	99.914543	99.895569	99.896988	99.899536	99.887848	99.908157	99.90538	99.996201	99.994568	99.890152	99.908775	99.881516	99.993332	99.996185	99.902695	99.899292	99.888718	99.906273	99.900185	99.913841	99.892799	99.995316	99.8937	99.986816																																																																																																																																																																																																																																						
L3_M4_S76	98.658264	97.112793	97.046043	98.680588	98.757797	97.198433	98.660027	97.311035	97.15506	97.083466	97.188797	98.750214	98.716484	97.058807	97.101562	98.674652	96.995483	97.435242	97.041855	97.00489	97.36409	96.996399	98.71933	97.102211	98.685585	98.729111	98.703079	98.722	98.802963	96.96283	96.974274	96.93367	97.302933	97.143814	96.809723	96.824402	98.682777	98.698303	96.95385	97.062424	97.061218	96.93351	97.2005	98.755142	98.788948	98.593506	98.807449	98.705139	97.232796	97.283852	97.125298	97.250488	97.039726	97.140465	97.273331	97.3563	97.152252	97.41008	98.762985	98.641327	97.006638	97.045746	98.751831	98.792099	98.75206	98.584045	98.671097	97.078629	97.198433	98.744736	98.86058	98.742989	98.753563	98.848503	98.759033	98.84494	98.764954	98.752945	98.764587	98.802704	98.873947	98.74762	98.767944	98.749031	98.858368	98.822281	98.872772	98.767525	98.736343	98.751587	98.732834	98.756607	99.767654	99.900871	99.8937	99.904701	99.886894	99.900497	99.891693	99.899727	99.897652	99.898499	99.895348	99.893784	99.899857	99.909058	99.892761	99.897125	99.891304	99.885574	99.894135	99.897247	99.8936	99.889275	99.896957	99.995201	99.896103	99.8778	99.891678	99.908905	99.903282	99.869644	99.893417	99.899986	99.993042	99.896599	99.962929	99.88147	99.322334	99.89093	99.883408	99.897453	99.264435	99.254944	99.987808	99.907318	99.89045	99.883682	99.893784	99.894218	99.906921	99.892441	99.996056	99.993286	99.899246	99.902283	99.87674	99.991463	99.996643	99.902771	99.901657	99.899231	99.896927	99.896042	99.893898	99.897789	99.997665	99.893478	99.987579	99.992844																																																																																																																																																																																																																																					
L3_M4_S77	98.634537	97.194199	97.02536	98.6707	98.785896	97.235809	98.654503	97.280243	97.167557	97.179588	97.234474	98.702255	98.721596	97.170151	97.08976	98.653183	96.98838	97.425652	97.004349	97.028275	97.408951	97.045105	98.71846	97.183815	98.672211	98.751404	98.665985	98.724846	98.766731	97.007912	96.998672	96.987419	97.328575	97.158363	96.850052	96.767563	98.659515	98.744064	96.98526	97.092514	97.100136	96.961166	97.230637	98.757133	98.766876	98.663765	98.743469	98.71994	97.217926	97.31778	97.167007	97.290543	97.075592	97.116013	97.287552	97.351128	97.250648	97.304153	98.753036	98.680275	97.001755	97.016449	98.769409	98.833885	98.760254	98.623428	98.678459	97.141838	97.235809	98.739532	98.849792	98.772278	98.766663	98.805176	98.793335	98.831642	98.707855	98.776367	98.759827	98.750336	98.854134	98.709801	98.787796	98.794312	98.824524	98.787086	98.821617	98.767693	98.691032	98.711998	98.709106	98.688004	99.757675	99.986679	99.994812	99.91069	99.997719	99.993408	99.99614	99.995468	99.994812	99.996758	99.997391	99.992897	99.996689	99.979965	99.995636	99.9813	99.997849	99.994392	99.990005	99.990707	99.993698	99.996414	99.985153	99.918587	99.98999	99.995499	99.992821	99.927864	99.996353	99.971222	99.985611	99.980888	99.89991	99.988556	99.897476	99.991119	99.348351	99.99556	99.997849	99.989075	99.323936	99.294853	99.907715	99.975594	99.995949	99.996017	99.99411	99.995415	99.996872	99.993729	99.907684	99.90126	99.993591	99.991837	99.988594	99.908485	99.916641	99.96936	99.994995	99.998047	99.992897	99.986237	99.997032	99.997818	99.912338	99.997177	99.912064	99.913101	99.897186																																																																																																																																																																																																																																				
